ID,Número de Caso,Fecha,Tipo Principal,Descripción,Ubicación,¿Hubo Arresto?,Violencia Doméstica,Distrito,Barrio,Área Comunitaria,Latitud,Longitud,Año,Mes,Día,Hora,Día de la Semana,¿Es Fin de Semana?
9041296,HW187620,2013-02-01 08:00:00,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,No,No,7.0,15.0,67.0,41.775061419,-87.671380314,2013,2,1,8,Viernes,No
10752382,HZ514785,2016-11-13 19:30:00,THEFT,PURSE-SNATCHING,CTA BUS STOP,No,No,3.0,20.0,42.0,41.7759329,-87.605831782,2016,11,13,19,Domingo,Sí
9914021,HY103230,2015-01-03 20:58:00,DECEPTIVE PRACTICE,COUNTERFEITING DOCUMENT,STREET,Sí,No,6.0,17.0,69.0,41.757271193,-87.631786071,2015,1,3,20,Sábado,Sí
9537875,HX191506,2014-03-19 22:30:00,CRIMINAL TRESPASS,TO RESIDENCE,RESIDENCE,Sí,Sí,5.0,9.0,54.0,41.65633767,-87.614465032,2014,3,19,22,Miércoles,No
8525110,HV202580,2012-03-17 23:04:00,CRIMINAL TRESPASS,TO LAND,BOWLING ALLEY,No,No,19.0,47.0,5.0,41.949006338,-87.688320563,2012,3,17,23,Sábado,Sí
8689617,HV364938,2012-07-03 15:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),No,No,9.0,11.0,59.0,41.834042232,-87.674368991,2012,7,3,15,Martes,No
8578032,HV252375,2012-04-21 13:00:00,THEFT,OVER $500,STREET,No,No,19.0,47.0,6.0,41.954376762,-87.662462099,2012,4,21,13,Sábado,Sí
10524000,HZ266681,2016-05-16 09:02:00,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,No,Sí,3.0,7.0,43.0,41.759038462,-87.562399749,2016,5,16,9,Lunes,No
9373581,HW516503,2013-11-01 14:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,16.0,38.0,15.0,41.941209187,-87.756772649,2013,11,1,14,Viernes,No
9383322,HW526298,2013-11-08 20:22:00,NARCOTICS,POSS: HEROIN(WHITE),ALLEY,Sí,No,8.0,23.0,56.0,41.795988235,-87.766059779,2013,11,8,20,Viernes,No
10609142,HZ361664,2016-07-23 21:40:00,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,STREET,Sí,No,11.0,24.0,27.0,41.871417573,-87.715577083,2016,7,23,21,Sábado,Sí
8635548,HV308773,2012-05-27 09:55:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,SMALL RETAIL STORE,No,No,19.0,44.0,6.0,41.944720347,-87.663952795,2012,5,27,9,Domingo,Sí
9984819,HY174373,2015-03-06 18:47:00,NARCOTICS,POSS: COCAINE,STREET,Sí,No,25.0,31.0,19.0,41.921410335,-87.74501626,2015,3,6,18,Viernes,No
9683692,HX334515,2014-07-05 16:00:00,THEFT,$500 AND UNDER,STREET,No,No,19.0,32.0,5.0,41.941374211,-87.679987702,2014,7,5,16,Sábado,Sí
9301293,HW446099,2013-09-10 16:23:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Sí,No,8.0,15.0,66.0,41.780131337,-87.695856272,2013,9,10,16,Martes,No
9424563,HW567703,2013-12-12 08:41:00,ASSAULT,SIMPLE,RESIDENCE,No,Sí,7.0,17.0,67.0,41.764276734,-87.666231218,2013,12,12,8,Jueves,No
8752879,HV428213,2012-08-13 09:55:00,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,CTA GARAGE / OTHER PROPERTY,Sí,No,7.0,6.0,69.0,41.769185486,-87.625732415,2012,8,13,9,Lunes,No
9253667,HW398513,2013-08-08 10:54:00,CRIMINAL TRESPASS,TO LAND,PARK PROPERTY,Sí,No,19.0,47.0,4.0,41.963654416,-87.685304867,2013,8,8,10,Jueves,No
10776037,HZ542705,2016-12-06 20:00:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,6.0,21.0,49.0,41.733571929,-87.631879156,2016,12,6,20,Martes,No
8547038,HV222958,2012-03-31 21:00:00,CRIMINAL TRESPASS,TO LAND,GAS STATION,Sí,No,7.0,16.0,67.0,41.79329893,-87.66456619,2012,3,31,21,Sábado,Sí
9923109,HY112311,2014-12-16 09:00:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,No,Sí,11.0,24.0,27.0,41.870970438,-87.7044859,2014,12,16,9,Martes,No
10248703,HY432047,2015-09-14 00:01:00,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,No,Sí,16.0,41.0,76.0,41.9738174,-87.839497735,2015,9,14,0,Lunes,No
9514387,HX169594,2014-02-26 17:30:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE,No,No,14.0,1.0,22.0,41.924851894,-87.692764051,2014,2,26,17,Miércoles,No
9347732,HW491457,2013-10-11 23:00:00,THEFT,FROM BUILDING,BAR OR TAVERN,No,No,19.0,44.0,6.0,41.943122315,-87.649365938,2013,10,11,23,Viernes,No
10146697,HY335534,2015-07-10 12:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,No,No,6.0,18.0,71.0,41.745822798,-87.666964623,2015,7,10,12,Viernes,No
8702268,HV378696,2012-07-12 05:00:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,SIDEWALK,Sí,No,4.0,7.0,46.0,41.752466627,-87.550740053,2012,7,12,5,Jueves,No
10642543,HZ394057,2016-08-15 21:00:00,CRIMINAL DAMAGE,TO VEHICLE,RESIDENCE,No,No,3.0,6.0,69.0,41.765815405,-87.608984843,2016,8,15,21,Lunes,No
9828557,HX478355,2014-10-22 09:00:00,THEFT,FROM BUILDING,VACANT LOT/LAND,No,No,9.0,16.0,61.0,41.80147803,-87.653074922,2014,10,22,9,Miércoles,No
8511833,HV188757,2012-03-08 14:00:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,No,No,6.0,21.0,71.0,41.735931109,-87.653642482,2012,3,8,14,Jueves,No
10793092,HZ563387,2016-12-24 01:45:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,No,No,24.0,40.0,1.0,42.000433516,-87.661202254,2016,12,24,1,Sábado,Sí
8697993,HV374249,2012-07-09 14:30:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,No,No,4.0,10.0,55.0,41.680950591,-87.539651245,2012,7,9,14,Lunes,No
10705801,HZ462147,2016-10-05 06:30:00,CRIMINAL DAMAGE,TO VEHICLE,STREET,No,No,24.0,50.0,2.0,42.012190449,-87.704447202,2016,10,5,6,Miércoles,No
8951060,HW100362,2013-01-01 04:50:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,No,No,10.0,24.0,29.0,41.860795429,-87.715738069,2013,1,1,4,Martes,No
10093709,HY282666,2015-05-31 19:50:00,PUBLIC PEACE VIOLATION,RECKLESS CONDUCT,STREET,Sí,No,12.0,2.0,28.0,41.879135339,-87.683912215,2015,5,31,19,Domingo,Sí
9785955,HX434736,2014-09-19 13:40:00,NARCOTICS,POSS: COCAINE,STREET,Sí,No,9.0,11.0,59.0,41.830480404,-87.667272495,2014,9,19,13,Viernes,No
9419469,HW563404,2013-12-08 13:55:00,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),No,No,8.0,17.0,66.0,41.769439636,-87.684594571,2013,12,8,13,Domingo,Sí
9331402,HW475261,2013-10-01 15:37:00,BATTERY,SIMPLE,SIDEWALK,Sí,No,15.0,29.0,25.0,41.888182885,-87.765138364,2013,10,1,15,Martes,No
9659428,HX309566,2014-06-19 00:04:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,Sí,No,25.0,29.0,19.0,41.93108232,-87.780060589,2014,6,19,0,Jueves,No
10172163,HY359685,2015-07-22 08:00:00,OFFENSE INVOLVING CHILDREN,CHILD ABUSE,RESIDENCE,No,No,7.0,17.0,67.0,41.760649139,-87.673423402,2015,7,22,8,Miércoles,No
10226603,HY414143,2015-09-06 18:00:00,THEFT,FROM BUILDING,BAR OR TAVERN,No,No,6.0,6.0,69.0,41.756302533,-87.605331512,2015,9,6,18,Domingo,Sí
8813900,HV487286,2012-09-22 17:20:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,SIDEWALK,Sí,No,22.0,34.0,75.0,41.691715917,-87.642362528,2012,9,22,17,Sábado,Sí
9797677,HX446781,2014-09-28 12:02:00,BATTERY,AGGRAVATED: OTHER DANG WEAPON,PARKING LOT/GARAGE(NON.RESID.),Sí,No,2.0,2.0,35.0,41.831103159,-87.617514186,2014,9,28,12,Domingo,Sí
9677424,HX327625,2014-07-02 01:10:00,NARCOTICS,POSS: CRACK,VEHICLE NON-COMMERCIAL,Sí,No,25.0,30.0,23.0,41.907181811,-87.727660353,2014,7,2,1,Miércoles,No
9083550,HW227906,2013-04-10 22:05:00,BATTERY,AGG PO HANDS NO/MIN INJURY,RESIDENCE PORCH/HALLWAY,Sí,No,5.0,9.0,49.0,41.699174924,-87.622106306,2013,4,10,22,Miércoles,No
10169752,HY357598,2015-07-26 13:00:00,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,No,No,12.0,25.0,31.0,41.856250116,-87.654800012,2015,7,26,13,Domingo,Sí
10797667,HZ568296,2016-12-25 19:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,No,No,22.0,21.0,73.0,41.728109566,-87.659190756,2016,12,25,19,Domingo,Sí
8464738,HV141568,2012-02-01 18:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,No,No,9.0,12.0,58.0,41.809160926,-87.695454835,2012,2,1,18,Miércoles,No
10534434,HZ278235,2016-05-24 18:50:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,No,Sí,7.0,15.0,67.0,41.793003221,-87.669413522,2016,5,24,18,Martes,No
8968571,HW116867,2013-01-01 10:00:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,No,Sí,7.0,16.0,68.0,41.777309867,-87.640802922,2013,1,1,10,Martes,No
10790709,HZ560774,2016-12-22 03:05:00,ROBBERY,STRONGARM - NO WEAPON,ALLEY,No,No,18.0,42.0,8.0,41.890049339,-87.628998255,2016,12,22,3,Jueves,No
9030968,HW179036,2013-03-04 08:30:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,No,Sí,6.0,21.0,71.0,41.744257495,-87.646284627,2013,3,4,8,Lunes,No
10716262,HZ474223,2016-10-14 15:37:00,ROBBERY,STRONGARM - NO WEAPON,APARTMENT,No,No,3.0,20.0,40.0,41.781184105,-87.615649806,2016,10,14,15,Viernes,No
8998368,HW145756,2013-02-05 10:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,No,9.0,3.0,61.0,41.809851785,-87.662571014,2013,2,5,10,Martes,No
10682473,HZ435302,2016-09-14 18:40:00,MOTOR VEHICLE THEFT,THEFT/RECOVERY: AUTOMOBILE,STREET,No,No,11.0,28.0,26.0,41.882983508,-87.722042703,2016,9,14,18,Miércoles,No
9705972,HX354788,2014-07-21 19:06:00,CRIMINAL TRESPASS,TO LAND,RESIDENTIAL YARD (FRONT/BACK),No,No,8.0,18.0,70.0,41.743578861,-87.693682262,2014,7,21,19,Lunes,No
8892897,HV567143,2012-11-18 00:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,10.0,12.0,30.0,41.847701561,-87.691038522,2012,11,18,0,Domingo,Sí
8999814,HW146873,2013-02-06 19:45:00,NARCOTICS,POSS: HEROIN(WHITE),RESIDENCE PORCH/HALLWAY,Sí,No,11.0,27.0,23.0,41.89436874,-87.710180832,2013,2,6,19,Miércoles,No
10142836,HY332197,2015-07-07 19:00:00,BURGLARY,UNLAWFUL ENTRY,RESIDENCE-GARAGE,No,No,19.0,32.0,7.0,41.925931714,-87.664601228,2015,7,7,19,Martes,No
10079893,HY268295,2015-05-20 17:05:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Sí,No,2.0,4.0,35.0,41.833139425,-87.615319213,2015,5,20,17,Miércoles,No
9608192,HX258460,2014-05-11 18:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,Sí,6.0,17.0,71.0,41.755020104,-87.652645822,2014,5,11,18,Domingo,Sí
9159634,HW304747,2013-06-04 21:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,5.0,34.0,53.0,41.682926659,-87.641135001,2013,6,4,21,Martes,No
9666531,HX316573,2014-06-23 22:00:00,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,No,No,4.0,7.0,43.0,41.757564354,-87.556227061,2014,6,23,22,Lunes,No
10283888,HY471706,2015-10-22 08:00:00,NARCOTICS,POSS: PCP,APARTMENT,Sí,No,10.0,24.0,29.0,41.865576557,-87.721496324,2015,10,22,8,Jueves,No
10800308,HZ570812,2016-12-30 14:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,8.0,15.0,66.0,41.782190886,-87.69956837,2016,12,30,14,Viernes,No
9581339,HX231784,2014-04-21 14:31:00,WEAPONS VIOLATION,UNLAWFUL USE OTHER DANG WEAPON,SIDEWALK,Sí,No,4.0,7.0,46.0,41.746229065,-87.552790944,2014,4,21,14,Lunes,No
10717593,HZ476012,2016-10-16 00:20:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),No,Sí,2.0,3.0,40.0,41.799759406,-87.617727427,2016,10,16,0,Domingo,Sí
9502905,HX157913,2014-02-20 08:00:00,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,No,Sí,10.0,24.0,29.0,41.856347317,-87.704170333,2014,2,20,8,Jueves,No
8516062,HV193417,2012-03-12 00:30:00,BATTERY,AGGRAVATED: HANDGUN,STREET,No,No,8.0,18.0,66.0,41.762419957,-87.683180808,2012,3,12,0,Lunes,No
9817890,HX467550,2014-10-14 15:54:00,ASSAULT,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Sí,No,5.0,34.0,49.0,41.698889953,-87.629308463,2014,10,14,15,Martes,No
8744691,HV418757,2012-08-06 15:30:00,BURGLARY,FORCIBLE ENTRY,APARTMENT,No,No,19.0,47.0,5.0,41.949931314,-87.68106565,2012,8,6,15,Lunes,No
10643821,HZ395350,2016-08-16 14:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE-GARAGE,No,No,4.0,8.0,46.0,41.739830787,-87.567275584,2016,8,16,14,Martes,No
8833627,HV505822,2012-10-05 14:00:00,BATTERY,SIMPLE,SIDEWALK,No,No,15.0,28.0,25.0,41.885463061,-87.745456341,2012,10,5,14,Viernes,No
10389243,HZ126110,2016-01-23 17:00:00,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Sí,No,22.0,21.0,73.0,41.720815365,-87.640765162,2016,1,23,17,Sábado,Sí
8910951,HV583944,2012-11-30 23:30:00,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,No,No,8.0,13.0,65.0,41.784217333,-87.716418519,2012,11,30,23,Viernes,No
10487653,HZ227726,2016-04-15 22:12:00,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,TAVERN/LIQUOR STORE,Sí,No,4.0,10.0,46.0,41.736922044,-87.551419766,2016,4,15,22,Viernes,No
9994714,HY185269,2015-03-15 03:00:00,THEFT,$500 AND UNDER,STREET,No,No,22.0,19.0,72.0,41.703922551,-87.665548103,2015,3,15,3,Domingo,Sí
8666077,HV341678,2012-06-18 13:00:00,ROBBERY,ARMED: HANDGUN,SIDEWALK,No,No,17.0,33.0,14.0,41.966554382,-87.716059777,2012,6,18,13,Lunes,No
9573065,HX223509,2014-04-14 06:00:00,BURGLARY,FORCIBLE ENTRY,RESIDENCE,No,No,16.0,45.0,12.0,41.97531514,-87.748804771,2014,4,14,6,Lunes,No
9125664,HW270115,2013-05-11 15:15:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENTIAL YARD (FRONT/BACK),No,Sí,10.0,22.0,30.0,41.850553001,-87.722248798,2013,5,11,15,Sábado,Sí
9618305,HX268454,2014-05-19 20:26:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,No,No,18.0,42.0,8.0,41.89804054,-87.624091323,2014,5,19,20,Lunes,No
10549181,HZ295650,2016-06-06 11:30:00,ROBBERY,ARMED: HANDGUN,STREET,No,No,12.0,2.0,28.0,41.881226044,-87.682385461,2016,6,6,11,Lunes,No
10798988,HZ569350,2016-12-29 19:05:00,OFFENSE INVOLVING CHILDREN,ENDANGERING LIFE/HEALTH CHILD,APARTMENT,No,No,6.0,17.0,68.0,41.757421401,-87.642992266,2016,12,29,19,Jueves,No
10657336,HZ406806,2016-08-25 15:00:00,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,No,No,10.0,24.0,30.0,41.852831636,-87.710158394,2016,8,25,15,Jueves,No
9339840,HW483694,2013-10-07 13:00:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,No,No,10.0,24.0,29.0,41.861624227,-87.721383491,2013,10,7,13,Lunes,No
9628156,HX279011,2014-05-27 20:14:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,Sí,No,3.0,6.0,69.0,41.765125439,-87.614043692,2014,5,27,20,Martes,No
9874413,HX525370,2014-11-30 16:40:00,THEFT,RETAIL THEFT,SMALL RETAIL STORE,No,No,1.0,42.0,32.0,41.882394062,-87.627844798,2014,11,30,16,Domingo,Sí
9019305,HW166276,2013-02-15 21:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,8.0,16.0,63.0,41.787914301,-87.685094041,2013,2,15,21,Viernes,No
10012906,HY202699,2015-03-29 13:50:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,RESIDENTIAL YARD (FRONT/BACK),Sí,No,7.0,15.0,67.0,41.771357512,-87.672488834,2015,3,29,13,Domingo,Sí
9771469,HX422238,2014-09-09 18:22:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,6.0,17.0,69.0,41.75089628,-87.627769334,2014,9,9,18,Martes,No
10729653,HZ489007,2016-10-25 18:53:00,NARCOTICS,POSS: CRACK,SIDEWALK,Sí,No,11.0,28.0,27.0,41.88514448,-87.713571949,2016,10,25,18,Martes,No
8551668,HV227476,2012-04-04 07:30:00,THEFT,$500 AND UNDER,PARKING LOT/GARAGE(NON.RESID.),No,Sí,22.0,19.0,75.0,41.691741849,-87.67195699,2012,4,4,7,Miércoles,No
10667892,HZ418793,2016-09-03 10:50:00,NARCOTICS,POSS: HEROIN(WHITE),STREET,Sí,No,11.0,24.0,26.0,41.874420634,-87.721889311,2016,9,3,10,Sábado,Sí
9575299,HX225833,2014-04-16 15:00:00,BATTERY,SIMPLE,SIDEWALK,No,No,9.0,12.0,58.0,41.829851779,-87.694783471,2014,4,16,15,Miércoles,No
9758719,HX408250,2014-08-30 07:34:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,No,Sí,15.0,37.0,25.0,41.893749333,-87.759293226,2014,8,30,7,Sábado,Sí
10063806,HY252041,2015-05-08 12:20:00,ROBBERY,ARMED: HANDGUN,SIDEWALK,No,No,19.0,46.0,3.0,41.958438613,-87.653669226,2015,5,8,12,Viernes,No
10547867,HZ294064,2016-06-05 03:00:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,5.0,9.0,49.0,41.697201102,-87.61714087,2016,6,5,3,Domingo,Sí
8883123,HV557314,2012-11-10 21:00:00,CRIMINAL DAMAGE,CRIMINAL DEFACEMENT,RESIDENCE-GARAGE,No,No,8.0,14.0,63.0,41.786733285,-87.710718254,2012,11,10,21,Sábado,Sí
8957492,HW106888,2013-01-06 12:20:00,INTERFERENCE WITH PUBLIC OFFICER,OBSTRUCTING IDENTIFICATION,SIDEWALK,Sí,No,4.0,8.0,46.0,41.73809141,-87.56694085,2013,1,6,12,Domingo,Sí
9524670,HX179550,2014-03-10 16:55:00,BATTERY,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),Sí,No,19.0,32.0,5.0,41.942323034,-87.676982353,2014,3,10,16,Lunes,No
8596866,HV270634,2012-04-20 07:00:00,THEFT,$500 AND UNDER,STREET,No,No,8.0,15.0,66.0,41.782308311,-87.686173464,2012,4,20,7,Viernes,No
10289787,HY475283,2015-10-24 20:30:00,BATTERY,SIMPLE,BAR OR TAVERN,No,No,17.0,38.0,16.0,41.957701474,-87.732597768,2015,10,24,20,Sábado,Sí
10018316,HY207510,2015-04-02 11:24:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Sí,No,25.0,31.0,19.0,41.930948013,-87.75394343,2015,4,2,11,Jueves,No
8571996,HV246649,2012-04-17 19:22:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,Sí,No,12.0,2.0,28.0,41.862208513,-87.661440385,2012,4,17,19,Martes,No
8633529,HV307930,2012-05-28 23:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Sí,Sí,10.0,12.0,30.0,41.846408384,-87.698824867,2012,5,28,23,Lunes,No
8938021,HV609678,2012-12-19 21:50:00,OTHER OFFENSE,VIOLATE ORDER OF PROTECTION,STREET,No,Sí,19.0,46.0,3.0,41.964153817,-87.662366893,2012,12,19,21,Miércoles,No
9756432,HX406099,2014-08-28 09:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),No,No,12.0,2.0,28.0,41.877567416,-87.684713886,2014,8,28,9,Jueves,No
10654954,HZ404902,2016-08-22 10:00:00,BATTERY,SIMPLE,OTHER,No,No,18.0,43.0,8.0,41.904495882,-87.628696228,2016,8,22,10,Lunes,No
9867199,HX517713,2014-11-23 15:00:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,6.0,8.0,44.0,41.733560632,-87.601899006,2014,11,23,15,Domingo,Sí
8842718,HV515293,2012-10-12 08:00:00,THEFT,POCKET-PICKING,CTA TRAIN,No,No,1.0,3.0,33.0,41.85514757,-87.627138557,2012,10,12,8,Viernes,No
10704000,HZ460003,2016-09-30 23:30:00,THEFT,$500 AND UNDER,RESIDENCE-GARAGE,No,No,18.0,42.0,8.0,41.891162264,-87.639614884,2016,9,30,23,Viernes,No
8767368,HV440152,2012-08-17 18:00:00,THEFT,OVER $500,PARKING LOT/GARAGE(NON.RESID.),No,No,18.0,43.0,7.0,41.922450893,-87.632206293,2012,8,17,18,Viernes,No
9813477,HX462280,2014-10-10 11:56:00,THEFT,RETAIL THEFT,GROCERY FOOD STORE,Sí,No,20.0,48.0,77.0,41.976851852,-87.654999693,2014,10,10,11,Viernes,No
9064560,HW209251,2013-03-27 21:38:00,BATTERY,AGGRAVATED: HANDGUN,STREET,No,No,14.0,35.0,21.0,41.934538087,-87.714615517,2013,3,27,21,Miércoles,No
9910349,HX560634,2014-12-31 11:00:00,ASSAULT,SIMPLE,RESIDENCE,No,Sí,3.0,20.0,40.0,41.785632727,-87.620077223,2014,12,31,11,Miércoles,No
9915414,HY104735,2015-01-02 20:30:00,THEFT,OVER $500,STREET,No,No,15.0,28.0,25.0,41.87859028,-87.745761689,2015,1,2,20,Viernes,No
8579240,HV253993,2012-04-23 03:20:00,BATTERY,SIMPLE,STREET,Sí,No,10.0,22.0,30.0,41.844198374,-87.728676792,2012,4,23,3,Lunes,No
10767141,HZ532210,2016-11-28 15:58:00,THEFT,RETAIL THEFT,DEPARTMENT STORE,Sí,No,1.0,2.0,32.0,41.86821682,-87.6304532,2016,11,28,15,Lunes,No
8478986,HV155355,2012-01-27 19:00:00,THEFT,FROM BUILDING,RESIDENCE-GARAGE,No,No,1.0,2.0,33.0,41.853974346,-87.620687551,2012,1,27,19,Viernes,No
8882615,HV556612,2012-11-10 17:08:00,BATTERY,SIMPLE,SIDEWALK,Sí,No,18.0,42.0,8.0,41.894556302,-87.624243734,2012,11,10,17,Sábado,Sí
8996009,HW143431,2013-02-03 11:30:00,BURGLARY,UNLAWFUL ENTRY,APARTMENT,No,No,16.0,45.0,15.0,41.948814112,-87.750929069,2013,2,3,11,Domingo,Sí
8965280,HW113262,2013-01-11 12:00:00,NARCOTICS,POSS: CRACK,SIDEWALK,Sí,No,11.0,27.0,23.0,41.900030753,-87.72255969,2013,1,11,12,Viernes,No
10011891,HY199935,2014-10-28 09:34:00,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,No,No,9.0,25.0,34.0,41.853969331,-87.634610162,2014,10,28,9,Martes,No
9731403,HX381437,2014-08-10 03:42:00,BATTERY,SIMPLE,SIDEWALK,No,No,18.0,42.0,8.0,41.893541578,-87.629701805,2014,8,10,3,Domingo,Sí
8965661,HW113687,2013-01-11 16:30:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,5.0,9.0,49.0,41.686798748,-87.620899018,2013,1,11,16,Viernes,No
9504107,HX159045,2014-02-21 07:33:00,BATTERY,SIMPLE,"SCHOOL, PRIVATE, BUILDING",No,No,2.0,4.0,38.0,41.805163581,-87.606473158,2014,2,21,7,Viernes,No
8954029,HW102880,2013-01-03 10:00:00,ROBBERY,ARMED: HANDGUN,OTHER,No,No,25.0,30.0,23.0,41.909861988,-87.728002397,2013,1,3,10,Jueves,No
9850994,HX499718,2014-11-08 13:10:00,BATTERY,SIMPLE,RESIDENCE,No,Sí,5.0,34.0,49.0,41.706237463,-87.624551711,2014,11,8,13,Sábado,Sí
10299391,HY488100,2015-11-03 20:10:00,THEFT,RETAIL THEFT,GAS STATION,No,No,25.0,27.0,23.0,41.905778334,-87.726398891,2015,11,3,20,Martes,No
9507637,HX163253,2014-02-21 17:00:00,THEFT,$500 AND UNDER,STREET,No,No,12.0,27.0,28.0,41.885011786,-87.650959272,2014,2,21,17,Viernes,No
9375400,HW518940,2013-11-03 11:30:00,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,No,Sí,4.0,8.0,43.0,41.752028985,-87.578436383,2013,11,3,11,Domingo,Sí
9987743,HY177939,2015-03-09 17:40:00,THEFT,$500 AND UNDER,MEDICAL/DENTAL OFFICE,No,No,7.0,16.0,68.0,41.784395569,-87.644902958,2015,3,9,17,Lunes,No
10399004,HZ135802,2016-01-31 18:29:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,7.0,16.0,67.0,41.7842284,-87.660693182,2016,1,31,18,Domingo,Sí
8594790,HV268617,2012-05-02 20:40:00,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,No,No,3.0,5.0,43.0,41.772564744,-87.581396006,2012,5,2,20,Miércoles,No
9683053,HX333631,2014-07-06 13:40:00,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,No,Sí,15.0,37.0,25.0,41.901138924,-87.752071452,2014,7,6,13,Domingo,Sí
8823251,HV496037,2012-09-28 19:26:00,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,SIDEWALK,Sí,No,10.0,24.0,29.0,41.862916308,-87.709564878,2012,9,28,19,Viernes,No
9609332,HX256115,2014-05-10 10:00:00,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,No,No,2.0,20.0,40.0,41.788562828,-87.619065693,2014,5,10,10,Sábado,Sí
9024160,HW171605,2013-02-26 20:02:00,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Sí,No,5.0,34.0,53.0,41.68252373,-87.624555756,2013,2,26,20,Martes,No
8857742,HV531445,2012-10-21 18:37:00,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,No,No,4.0,7.0,43.0,41.76015578,-87.556752911,2012,10,21,18,Domingo,Sí
